"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"991","1.1286863174628385E+0","-3.2568118948622705E-28","4.1439232151797773E-33","3.1065091375515834E-15","1.3641516886919819E-1","-1.3632090437050986E-33","3.1596698174811801E+0","3.3985074638103878E+0","1.5064407055611314E+1","6.4975625723982705E+2","1.215058560962404E-2"
"990","1.1282025182021636E+0","-1.0305843104161773E-28","3.0887465886359050E-33","1.5535666541549212E-15","1.3874038592479698E-1","-1.0649126585045579E-33","3.1592676385828899E+0","3.3993788891115044E+0","1.5068269782291884E+1","6.4737705067479806E+2","1.215058560962404E-2"
"989","1.1277174668299654E+0","-3.6779702156320841E-28","-1.5150006292267806E-32","2.1715557661052684E-15","1.4106927720325851E-1","7.4103634073577333E-33","3.1588594514263000E+0","3.4002672747018190E+0","1.5072207688062976E+1","6.4496863573441306E+2","1.215058560962404E-2"
"988","1.1272311766800873E+0","1.6823236091249098E-28","-5.2872795504505834E-32","5.0850070992685933E-16","1.4340184505485953E-1","2.4445768598796423E-32","3.1584452817645401E+0","3.4011727609018836E+0","1.5076221394917019E+1","6.4253143705878199E+2","1.215058560962404E-2"
"987","1.1267436612968544E+0","-1.7279831792654040E-28","4.1742321615213791E-32","1.3704878005619138E-15","1.4573809177733651E-1","-1.8762159373022597E-32","3.1580251559398098E+0","3.4020954903077962E+0","1.5080311534933150E+1","6.4006588439266500E+2","1.215058560962404E-2"
"986","1.1262549344344874E+0","-4.4651699121189644E-29","-4.4429028564717334E-33","1.4940127647492127E-15","1.4807801962375139E-1","2.7555703473105899E-33","3.1575991008852600E+0","3.4030356077965704E+0","1.5084478750301017E+1","6.3757241264461697E+2","1.215058560962404E-2"
"985","1.1257650100564853E+0","6.1047645236423669E-29","-2.9930554710072167E-32","1.3781853014267382E-15","1.5042163081036694E-1","1.1038867614532462E-32","3.1571671441267100E+0","3.4039932605315339E+0","1.5088723693344697E+1","6.3505146159378103E+2","1.215058560962404E-2"
"984","1.1252739023349627E+0","-1.1069228860263424E-27","1.0048990874671119E-31","2.7370000046471671E-15","1.5276892752451202E-1","-3.3752063334708407E-32","3.1567293137840400E+0","3.4049685979676725E+0","1.5093047026546413E+1","6.3250347586246596E+2","1.215058560962404E-2"
"983","1.1247816256499530E+0","-2.8478673644149089E-28","1.2798556796837709E-31","1.1375906876373792E-15","1.5511991193240277E-1","-3.8870095208527597E-32","3.1562856385725100E+0","3.4059617718569015E+0","1.5097449422569865E+1","6.2992890481497898E+2","1.215058560962404E-2"
"982","1.1242881945886827E+0","-4.7556087617551624E-29","-1.2896978587843357E-31","2.7791578736245101E-15","1.5747458618695503E-1","3.5546949168865974E-32","3.1558361478037500E+0","3.4069729362531809E+0","1.5101931564282927E+1","6.2732820232715903E+2","1.215058560962404E-2"
"981","1.1237936239448094E+0","-4.5166557872130170E-28","-2.5504917220751723E-31","4.7912361203624303E-15","1.5983295243551812E-1","6.2887161017579132E-32","3.1553808713866700E+0","3.4080022475175884E+0","1.5106494144780124E+1","6.2470182673858699E+2","1.215058560962404E-2"
