"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1015","9.7290788304440434E-1","-7.0644634117892078E-28","-3.8751074936138902E-33","-1.2859821380160643E-12","9.1705737209944849E-1","-2.0323883551705862E-31","3.7376397952848102E+0","1.0248667009948913E-1","4.5428792862553841E-1","1.0000000000333200E+0","1.215058560962404E-2"
"1014","9.7275376105026767E-1","-4.5321025540189539E-28","1.5248145376882082E-33","1.0894521758293625E-12","9.1260422236381644E-1","1.1097917397751669E-31","3.7291963118804001E+0","1.0405238395658967E-1","4.6122819611858928E-1","1.0000000000000000E+0","1.215058560962404E-2"
"1013","9.7259716973277366E-1","-5.7082134219047710E-28","-2.7581681898259072E-33","-7.3790732654049636E-13","9.0815166265862557E-1","8.7095785386040666E-32","3.7207901177908602E+0","1.0565067074472770E-1","4.6831284813848556E-1","1.0000000000142599E+0","1.215058560962404E-2"
"1012","9.7243805429932384E-1","-8.2957936975276130E-28","-6.0292633396331195E-33","-4.9185278004760206E-13","9.0369971511247615E-1","1.2548848882881232E-31","3.7124211724770499E+0","1.0728239739179343E-1","4.7554572747644230E-1","1.0000000000005100E+0","1.215058560962404E-2"
"1011","9.7227635838061544E-1","-9.2025625193366019E-28","-2.6561117702875162E-33","1.9044614408774804E-12","8.9924840283092400E-1","2.6940181717173527E-31","3.7040894346531901E+0","1.0894845918043997E-1","4.8293080261052224E-1","1.0000000000000000E+0","1.215058560962404E-2"
"1010","9.7211202397452900E-1","8.8912950618609616E-28","-2.3210782478879019E-33","-1.1198510411188410E-12","8.9479774994852967E-1","6.2297391991884574E-32","3.6957948622740302E+0","1.1064978085438482E-1","4.9047217260948756E-1","1.0000000000022400E+0","1.215058560962404E-2"
"1009","9.7194499138753143E-1","-1.6514590094623295E-27","-4.2153227420487230E-34","4.8804963628900952E-13","8.9034778167861195E-1","6.5438265877507693E-32","3.6875374125209799E+0","1.1238731777501294E-1","4.9817407225962052E-1","1.0000000000018801E+0","1.215058560962404E-2"
"1008","9.7177519917373245E-1","1.6386595640351089E-28","-2.4433531702604363E-34","1.5711792019377575E-14","8.8589852437302208E-1","-4.0741599764471761E-32","3.6793170417907999E+0","1.1416205713064886E-1","5.0604087742500836E-1","1.0000000000000000E+0","1.215058560962404E-2"
"1007","9.7160258407118238E-1","1.7846069773139134E-27","1.7523799584318333E-33","-6.5727679220709830E-13","8.8145000557869024E-1","-6.1974836342018938E-32","3.6711337056823901E+0","1.1597501920151729E-1","5.1407711065467587E-1","1.0000000000065199E+0","1.215058560962404E-2"
"1006","9.7142708093547658E-1","5.5569511214324576E-28","-1.1158791548203352E-33","5.6379465214789141E-13","8.7700225410053056E-1","7.6814230007025463E-32","3.6629873589841901E+0","1.1782725868306200E-1","5.2228744704839958E-1","1.0000000000000000E+0","1.215058560962404E-2"
